,,,,,,,,
,,,@trev_barry's tweets,Exported on 12 Mar 2018 - 3:13 PM (GMT-7) with http://www.twitonomy.com,,,,
27/02/2015 12:56:21,@trev_barry,Trevor Franklin,RT @YABOYLILB: Twitter the last three days http://t.co/iyu9b0gUrA,https://twitter.com/trev_barry/status/571292754313158656,Twitter for iPhone,Retweet (native),"5,531.00","4,768.00"
26/02/2015 17:51:19,@trev_barry,Trevor Franklin,Get down mr . President http://t.co/HEB24l0fbn,https://twitter.com/trev_barry/status/571004598074417152,Twitter for iPhone,New,0.00,8.00
26/02/2015 17:49:59,@trev_barry,Trevor Franklin,@FoheyC @fps_thots totes. Thanks man 😉,https://twitter.com/trev_barry/status/571004261494071296,Twitter for iPhone,Reply (native),0.00,0.00
26/02/2015 14:43:56,@trev_barry,Trevor Franklin,RT @matt1697bean: Amazing job at leagues tonight boys http://t.co/oxYQa9Cgd7,https://twitter.com/trev_barry/status/570957439564165120,Twitter for iPhone,Retweet (native),2.00,10.00
26/02/2015 01:36:26,@trev_barry,Trevor Franklin,@FHillsBracket @brendan_paul281 http://t.co/W54EnSYklZ,https://twitter.com/trev_barry/status/570759258318352385,Twitter for iPhone,Reply (native),0.00,0.00
25/02/2015 21:36:02,@trev_barry,Trevor Franklin,Pre leagues with my fast skin boyys http://t.co/yI1OqPQkXM,https://twitter.com/trev_barry/status/570698760411414528,Twitter for iPhone,New,2.00,5.00
24/02/2015 23:10:13,@trev_barry,Trevor Franklin,@matt1697bean same. I am a naked baby,https://twitter.com/trev_barry/status/570360074234761219,Twitter for iPhone,Reply (native),1.00,2.00
19/02/2015 01:55:44,@trev_barry,Trevor Franklin,"RT @fpssup: No school for FPS tomorrow, February 19.",https://twitter.com/trev_barry/status/568227404025475073,Twitter for iPhone,Retweet (native),340.00,258.00
19/02/2015 01:55:37,@trev_barry,Trevor Franklin,Found out there was no school tomorrow before my mom did! Ha! The power of Twitter!!,https://twitter.com/trev_barry/status/568227374350733312,Twitter for iPhone,New,1.00,2.00
18/02/2015 17:21:37,@trev_barry,Trevor Franklin,I hate pre calc with a burning passion. This class has totally killed my desire to go into a math related field.,https://twitter.com/trev_barry/status/568098018823692288,Twitter for iPhone,New,0.00,1.00
18/02/2015 14:14:48,@trev_barry,Trevor Franklin,"Without a doubt, there will be no school for the next two days. *nocks on wood*",https://twitter.com/trev_barry/status/568051006245875712,Twitter for iPhone,New,0.00,1.00
16/02/2015 17:49:54,@trev_barry,Trevor Franklin,RT @cpwards36: When you get the whole squad singing Party in the USA in the shower @jwoodco7 @HessDillon @FoheyC @dogetrev @charles_z1nk @b…,https://twitter.com/trev_barry/status/567380360577568768,Twitter for iPhone,Retweet (native),3.00,9.00
12/02/2015 13:21:16,@trev_barry,Trevor Franklin,So done with AP classes.,https://twitter.com/trev_barry/status/565863209308266496,Twitter for iPhone,New,0.00,1.00
11/02/2015 14:53:13,@trev_barry,Trevor Franklin,"RT @UberFacts: Over two thirds of Christians support the torture of terrorist suspects, compared with just 41% of nonbelievers.",https://twitter.com/trev_barry/status/565523960335708160,Twitter for iPhone,Retweet (native),541.00,896.00
09/02/2015 18:01:36,@trev_barry,Trevor Franklin,RT @Things4WhitePpl: Making this face when Kanye's headed their way http://t.co/A4CM37QWkR,https://twitter.com/trev_barry/status/564846589802725379,Twitter for iPhone,Retweet (native),"1,308.00","2,701.00"
09/02/2015 13:34:56,@trev_barry,Trevor Franklin,RT @dillonborden0: When @FHCuties tweets someone and you're just like: http://t.co/D5YO1hRJCm,https://twitter.com/trev_barry/status/564779484843638785,Twitter for iPhone,Retweet (native),1.00,1.00
04/02/2015 14:20:37,@trev_barry,Trevor Franklin,RT @Swimmin101: What it feels like diving in for morning practice http://t.co/dVXzncZ0gy,https://twitter.com/trev_barry/status/562979038671941634,Twitter for iPhone,Retweet (native),211.00,419.00
04/02/2015 14:18:29,@trev_barry,Trevor Franklin,RT @Swimmin101: RT if you currently smell of chlorine,https://twitter.com/trev_barry/status/562978501763268608,Twitter for iPhone,Retweet (native),239.00,215.00
02/02/2015 22:54:16,@trev_barry,Trevor Franklin,RT @Liv_roxx: George out here like http://t.co/9CHfMPS1jl,https://twitter.com/trev_barry/status/562383529619644416,Twitter for iPhone,Retweet (native),49.00,104.00
01/02/2015 21:34:55,@trev_barry,Trevor Franklin,"No school tomorrow, holla!!!",https://twitter.com/trev_barry/status/562001172030955520,Twitter for iPhone,New,0.00,3.00
31/01/2015 04:34:29,@trev_barry,Trevor Franklin,RT @Aquafinant: Let's get it done @MaryroseTierney http://t.co/r1ENs7MP1W,https://twitter.com/trev_barry/status/561381983800926209,Twitter for iPhone,Retweet (native),415.00,86.00
20/01/2015 15:22:25,@trev_barry,Trevor Franklin,“@Things4WhitePpl: Being inspired http://t.co/TeoyMqTWax” this is why other countries hate the USA,https://twitter.com/trev_barry/status/557558775281119232,Twitter for iPhone,Reply (native),0.00,0.00
19/01/2015 01:02:12,@trev_barry,Trevor Franklin,Really happy about this extra day tomorrow.,https://twitter.com/trev_barry/status/556979904999202816,Twitter for iPhone,New,0.00,1.00
16/01/2015 02:09:16,@trev_barry,Trevor Franklin,@trutherbot we need to signal boost the fuck out of this!,https://twitter.com/trev_barry/status/555909619394945024,Twitter for iPhone,Reply (native),0.00,0.00
15/01/2015 16:38:44,@trev_barry,Trevor Franklin,RT @TheMeninist: RT for my sister to go to prom with a white boy http://t.co/lEcvapu9lX,https://twitter.com/trev_barry/status/555766039590744064,Twitter for iPhone,Retweet (native),536.00,354.00
14/01/2015 15:54:02,@trev_barry,Trevor Franklin,RT @UberFacts: Atheophobia is the fear or hatred of atheists or atheism.,https://twitter.com/trev_barry/status/555392404938047488,Twitter for iPhone,Retweet (native),283.00,664.00
09/01/2015 16:30:42,@trev_barry,Trevor Franklin,RT @anna__michelle9: CMON GUYS HELP A GIRL OUT @megharris97 http://t.co/Q6vIfu3qw7,https://twitter.com/trev_barry/status/553589693523456001,Twitter for iPhone,Retweet (native),28.00,22.00
07/01/2015 15:01:32,@trev_barry,Trevor Franklin,RT @wxyzdetroit: Wind Chill Adv now til 4 PM Thu for Thumb &amp; from 7 PM today til 4 PM Thu for Metro Detroit. #earlyrisers #7firstalert http…,https://twitter.com/trev_barry/status/552842477078859777,Twitter for iPhone,Retweet (native),334.00,212.00
07/01/2015 13:51:45,@trev_barry,Trevor Franklin,"RT @rickygervais: Blasphemy: A law to protect an all-powerful, supernatural deity from getting its feelings hurt.",https://twitter.com/trev_barry/status/552824914030637057,Twitter for iPhone,Retweet (native),"4,953.00","4,398.00"
06/01/2015 18:45:27,@trev_barry,Trevor Franklin,RT @nolano_77: -20 tomorrow morning🙌  snow day or naw http://t.co/tqZZjl3lT0,https://twitter.com/trev_barry/status/552536439750402051,Twitter for iPhone,Retweet (native),1.00,14.00
03/01/2015 19:49:35,@trev_barry,Trevor Franklin,The whole only one person in the car while your driving really pisses me off 😑,https://twitter.com/trev_barry/status/551465417341169665,Twitter for iPhone,New,0.00,1.00
29/12/2014 00:18:34,@trev_barry,Trevor Franklin,Turn up for wicked!! Best Christmas present ever!!! http://t.co/hDGn72llFC,https://twitter.com/trev_barry/status/549358778760843266,Twitter for iPhone,New,0.00,1.00
24/12/2014 17:47:08,@trev_barry,Trevor Franklin,RT @ToriStafford13: Aw what a beautiful white christmas we have ⛄️ http://t.co/hPFjpQcGjo,https://twitter.com/trev_barry/status/547810720960630784,Twitter for iPhone,Retweet (native),3.00,19.00
11/12/2014 2:06:22,@trev_barry,Trevor Franklin,RT @netflix: The Khan requests your presence in the court. All episodes of #MarcoPolo arrive on Netflix Dec. 12. http://t.co/iDm5QUb9nS,https://twitter.com/trev_barry/status/542862929343680513,Twitter for iPhone,Retweet (native),130.00,257.00
08/12/2014 0:40:25,@trev_barry,Trevor Franklin,RT @Things4WhitePpl: Yelling at the TV so the refs can hear you,https://twitter.com/trev_barry/status/541754132101492736,Twitter for iPhone,Retweet (native),760.00,"1,232.00"
21/11/2014 17:27:35,@trev_barry,Trevor Franklin,Why do I turn down the music to see better while I'm driving? 😕,https://twitter.com/trev_barry/status/535847000332587008,Twitter for iPhone,New,1.00,1.00
18/11/2014 16:50:58,@trev_barry,Trevor Franklin,Over Affectionate couples in public are gross.,https://twitter.com/trev_barry/status/534750624194502656,Twitter for iPhone,New,0.00,3.00
18/11/2014 13:04:57,@trev_barry,Trevor Franklin,"RT @ItsStarterPacks: The ""my bae"" starter pack http://t.co/7RHvjiQ1V9",https://twitter.com/trev_barry/status/534693742645477378,Twitter for iPhone,Retweet (native),"12,825.00","11,925.00"
16/11/2014 01:01:40,@trev_barry,Trevor Franklin,Crying at the play with mah bro. #sosad #sotrue http://t.co/OBPoYbndrV,https://twitter.com/trev_barry/status/533786949073793024,Twitter for iPhone,New,0.00,0.00
14/11/2014 12:14:48,@trev_barry,Trevor Franklin,RT @youngxfire: COULDN'T HAVE SAID IT BETTER MYSELF http://t.co/xPnKtKBe0x,https://twitter.com/trev_barry/status/533231572661444608,Twitter for iPhone,Retweet (native),704.00,897.00
14/11/2014 11:59:22,@trev_barry,Trevor Franklin,RT @FactsAboutBoys: never stop retweeting this http://t.co/TNstF7flZz,https://twitter.com/trev_barry/status/533227688870178817,Twitter for iPhone,Retweet (native),"9,218.00","2,133.00"
08/11/2014 1:42:58,@trev_barry,Trevor Franklin,Whenever I feel good about human nature I just look at uTube and read video comments. That cures it really quickly. http://t.co/oB2iP49c1g,https://twitter.com/trev_barry/status/530898239315529728,Twitter for iPhone,New,0.00,1.00
04/11/2014 1:58:59,@trev_barry,Trevor Franklin,"My free day off tomorrow is spent without Internet. More specifically, no internet in my house till Thursday. 😑😑😑😑😑",https://twitter.com/trev_barry/status/529452720479293440,Twitter for iPhone,New,0.00,1.00
21/10/2014 11:49:40,@trev_barry,Trevor Franklin,RT @tumblrthings: Then this http://t.co/pxuys3AXvT,https://twitter.com/trev_barry/status/524527937928708098,Twitter for iPhone,Retweet (native),891.00,92.00
21/10/2014 11:49:37,@trev_barry,Trevor Franklin,RT @tumblrthings: RT this http://t.co/f1cEYxPQsO,https://twitter.com/trev_barry/status/524527925106720768,Twitter for iPhone,Retweet (native),921.00,99.00
15/10/2014 10:57:39,@trev_barry,Trevor Franklin,"RT @Sheldon_Jokes: Justin Bieber gets 3,000 retweets for saying ""thanks"" so here is my attempt.

thanks.",https://twitter.com/trev_barry/status/522340520941457409,Twitter for iPhone,Retweet (native),"9,818.00","7,442.00"
28/09/2014 13:52:34,@trev_barry,Trevor Franklin,"RT @iamyaokhari: Dawg. Everything about this except the allusion to Obama is like so legit. 
http://t.co/IwY18EGar7",https://twitter.com/trev_barry/status/516223945117159425,Twitter for iPhone,Retweet (native),709.00,705.00
26/09/2014 22:18:03,@trev_barry,Trevor Franklin,"Being an American is knowing that it sucks being an American but everywhere else it's 10,000 times worse  -tosh.0",https://twitter.com/trev_barry/status/515626381699317760,Twitter for iPhone,New,0.00,2.00
02/09/2014 0:28:04,@trev_barry,Trevor Franklin,@ImTooReaI @matt1697bean great so now she looks like 15 now.,https://twitter.com/trev_barry/status/506599402048192513,Twitter for iPhone,Reply (native),0.00,3.00
01/09/2014 15:15:23,@trev_barry,Trevor Franklin,RT @tumblrthings: my anaconda dont wanna go to school,https://twitter.com/trev_barry/status/506460314439663616,Twitter for iPhone,Retweet (native),"1,024.00",803.00
20/08/2014 22:52:02,@trev_barry,Trevor Franklin,Just got my license!!!! Drivers beware!!! #turnup,https://twitter.com/trev_barry/status/502226580530155520,Twitter for iPhone,New,0.00,4.00
20/08/2014 00:16:59,@trev_barry,Trevor Franklin,@kay_dog_  yea I did it at work this morning lol it was cold.,https://twitter.com/trev_barry/status/501885569686044672,Twitter for iPhone,Reply (native),0.00,2.00
19/08/2014 23:34:21,@trev_barry,Trevor Franklin,Just passed my drivers test despite the heavy rain!!!! Yay me!!!!!,https://twitter.com/trev_barry/status/501874840639258624,Twitter for iPhone,New,0.00,3.00
19/08/2014 23:33:54,@trev_barry,Trevor Franklin,@kay_dog_ this is why we're biffles!!!!! #buddiesforlife,https://twitter.com/trev_barry/status/501874729116901379,Twitter for iPhone,Reply (native),0.00,1.00
19/08/2014 21:57:38,@trev_barry,Trevor Franklin,Lovely weather to take a drivers test in. 😐😐😐😐😐😐😐 #sometimesitsnotok,https://twitter.com/trev_barry/status/501850504578613248,Twitter for iPhone,New,0.00,4.00
19/08/2014 19:54:40,@trev_barry,Trevor Franklin,@kay_dog_ I will after work 👨👨👨,https://twitter.com/trev_barry/status/501819559234396160,Twitter for iPhone,Reply (native),0.00,0.00
19/08/2014 19:52:47,@trev_barry,Trevor Franklin,@kay_dog_ I want some 😏😏😏,https://twitter.com/trev_barry/status/501819082656608257,Twitter for iPhone,Reply (native),0.00,0.00
18/08/2014 20:33:41,@trev_barry,Trevor Franklin,I love what you can find at Busch's. 😮😮😮 http://t.co/6rmNlphnKP,https://twitter.com/trev_barry/status/501466986551836672,Twitter for iPhone,New,0.00,1.00
15/08/2014 18:34:08,@trev_barry,Trevor Franklin,RT @AwkwardAsha: Bang Bang is my shit 😍🔥,https://twitter.com/trev_barry/status/500349739183771648,Twitter for iPhone,Retweet (native),1.00,1.00
15/08/2014 16:55:05,@trev_barry,Trevor Franklin,@UofMSlaughter you sound like your 60 when you tweet.,https://twitter.com/trev_barry/status/500324812300894208,Twitter for iPhone,Reply (native),0.00,2.00
14/08/2014 00:17:51,@trev_barry,Trevor Franklin,@Willowelser @fhs_couple @emily_trombly lol I can't be stopped. 😅😅😅😅,https://twitter.com/trev_barry/status/499711464345567232,Twitter for iPhone,Reply (native),0.00,4.00
04/08/2014 19:33:02,@trev_barry,Trevor Franklin,RT @TypicalWhite: English teachers be like... http://t.co/zEXfjkWQDM,https://twitter.com/trev_barry/status/496378293902254081,Twitter for iPhone,Retweet (native),314.00,437.00
03/08/2014 23:02:53,@trev_barry,Trevor Franklin,The start of our new chicken coop!!!!!! http://t.co/chOt61sV3P,https://twitter.com/trev_barry/status/496068719320117248,Twitter for iPhone,New,0.00,1.00
02/08/2014 17:52:53,@trev_barry,Trevor Franklin,RT @TheFunnyVine: WTF https://t.co/3wuLtHiaW3,https://twitter.com/trev_barry/status/495628313759453184,Twitter for iPhone,Retweet (native),"2,542.00","1,544.00"
30/07/2014 01:28:07,@trev_barry,Trevor Franklin,RT @tumblrthings: retweet this second http://t.co/7o51n6SWFY,https://twitter.com/trev_barry/status/494293327039066112,Twitter for iPhone,Retweet (native),"1,139.00",231.00
30/07/2014 01:28:04,@trev_barry,Trevor Franklin,RT @tumblrthings: retweet this first http://t.co/gdp8m6Ygxm,https://twitter.com/trev_barry/status/494293316972728321,Twitter for iPhone,Retweet (native),"1,009.00",175.00
16/07/2014 20:53:01,@trev_barry,Trevor Franklin,RT @tumblrthings: IM DYING http://t.co/K5SVmUii9O,https://twitter.com/trev_barry/status/489513056116805634,Twitter for iPhone,Retweet (native),"1,234.00","1,263.00"
16/07/2014 19:47:34,@trev_barry,Trevor Franklin,"RT @ErikMiller3: Marilyn Monroe had 3 failed marriages, multiple affairs with married men and died in a pool of her own vomit. 

Yet every …",https://twitter.com/trev_barry/status/489496583835488256,Twitter for iPhone,Retweet (native),"33,620.00","29,625.00"
06/07/2014 15:43:53,@trev_barry,Trevor Franklin,@CooperJacob6 wat😐😐😐,https://twitter.com/trev_barry/status/485811378729394177,Twitter for iPhone,Reply (native),0.00,0.00
06/07/2014 14:11:37,@trev_barry,Trevor Franklin,@UofMSlaughter I checked the AP website. You should have an e-mail....,https://twitter.com/trev_barry/status/485788158794035201,Twitter for iPhone,Reply (native),0.00,0.00
06/07/2014 4:29:36,@trev_barry,Trevor Franklin,Just found out my APUSH score..... I got a 4!!!!!! Yay!!!!! 🎉🎉🎉🎉🎊🎊,https://twitter.com/trev_barry/status/485641692289040384,Twitter for iPhone,New,0.00,2.00
04/07/2014 18:15:22,@trev_barry,Trevor Franklin,RT @tumblrthings: RETWEET THIS SECOND http://t.co/OgIbqeZp6N,https://twitter.com/trev_barry/status/485124727262830592,Twitter for iPhone,Retweet (native),"3,892.00",409.00
04/07/2014 18:15:19,@trev_barry,Trevor Franklin,RT @tumblrthings: RETWEET THIS FIRST http://t.co/quaent0ih0,https://twitter.com/trev_barry/status/485124714587643904,Twitter for iPhone,Retweet (native),"3,879.00",421.00
03/07/2014 22:26:19,@trev_barry,Trevor Franklin,Apparently 33% of Americans thinks that Obama is da worst prez ever but APUSH really knows who the worst prez was.... Buchanan 😡😡,https://twitter.com/trev_barry/status/484825491736502272,Twitter for iPhone,New,0.00,1.00
30/06/2014 10:19:24,@trev_barry,Trevor Franklin,@bhum_rocks I hope so.... Or I'll sue the school for being racist!!! 💔💔💔💔😢,https://twitter.com/trev_barry/status/483555392970952704,Twitter for iPhone,Reply (native),0.00,2.00
29/06/2014 19:26:45,@trev_barry,Trevor Franklin,@UofMSlaughter I know right?!? I'm heartbroken over here 💔💔💔💔😘,https://twitter.com/trev_barry/status/483330750230458368,Twitter for iPhone,Reply (native),0.00,1.00
